section_name,section_id3,office_id,article_id,url,title,press,wdate,source_file
채권,404,018,0006157199,https://n.news.naver.com/mnews/article/018/0006157199,"ACE 미국AI테크핵심산업액티브 ETF, 순자산액 1000억 돌파",이데일리,2025-11-06 08:34,naver_news_list_20251110_s404_p1.html
채권,404,018,0006157168,https://n.news.naver.com/mnews/article/018/0006157168,美 금리 상승 압력 재개…145조원대 채권 대차잔고[채권브리핑],이데일리,2025-11-06 08:17,naver_news_list_20251110_s404_p1.html
채권,404,277,0005675194,https://n.news.naver.com/mnews/article/277/0005675194,[기금·공제 대해부]④리츠부터 사모대출까지… 안정 속 민첩한 행정공제회,아시아경제,2025-11-06 07:00,naver_news_list_20251110_s404_p1.html
채권,404,001,0015726482,https://n.news.naver.com/mnews/article/001/0015726482,"국고채 금리, 외국인 선물 매도 속 일제히 상승(종합)",연합뉴스,2025-11-05 17:08,naver_news_list_20251110_s404_p1.html
채권,404,215,0001229651,https://n.news.naver.com/mnews/article/215/0001229651,"배재규 한투운용 사장 ""TDF, 장기 안심투자에 적합""",한국경제TV,2025-11-05 13:04,naver_news_list_20251110_s404_p1.html
공시,406,015,0005209016,https://n.news.naver.com/mnews/article/015/0005209016,"NHN, 3분기 영업익 276억…전년비 흑자 전환 [주목 e공시]",한국경제,2025-11-10 08:20,naver_news_list_20251110_s406_p1.html
공시,406,001,0015732466,https://n.news.naver.com/mnews/article/001/0015732466,NHN 3분기 영업이익 276억원…흑자 전환,연합뉴스,2025-11-10 08:09,naver_news_list_20251110_s406_p1.html
공시,406,018,0006160493,https://n.news.naver.com/mnews/article/018/0006160493,"원익IPS, 반도체 증설 사이클 수혜 본격화…목표가 28%↑-SK",이데일리,2025-11-10 08:07,naver_news_list_20251110_s406_p1.html
공시,406,001,0015732448,https://n.news.naver.com/mnews/article/001/0015732448,NHN KCP 3분기 영업이익 158억원…79.4%↑,연합뉴스,2025-11-10 07:48,naver_news_list_20251110_s406_p1.html
공시,406,001,0015730746,https://n.news.naver.com/mnews/article/001/0015730746,"'울산화력 해체공사' HJ중공업 ""건설부문 전 현장 자체 공사중단""(종합)",연합뉴스,2025-11-07 20:36,naver_news_list_20251110_s406_p1.html
