section_name,section_id3,office_id,article_id,url,title,press,wdate,source_file
시황,401,422,0000799013,https://n.news.naver.com/mnews/article/422/0000799013,"코스피, ‘검은 수요일’ 하루 만에 반등…외국인에 상승폭 제한",연합뉴스TV,2025-11-06 19:28,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552970,https://n.news.naver.com/mnews/article/011/0004552970,"[단독] 토스證, 해외주식 옵션 논란에…당국도 ‘예의주시’",서울경제,2025-11-06 19:27,naver_news_list_20251106_s401_p1.html
시황,401,001,0015728972,https://n.news.naver.com/mnews/article/001/0015728972,"연료용 가스 제조사 덕양에너젠, 코스닥 상장예비심사 통과",연합뉴스,2025-11-06 19:25,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552969,https://n.news.naver.com/mnews/article/011/0004552969,"강달러·차익실현에 外人 투매…""주도주 분할 매수를""",서울경제,2025-11-06 19:21,naver_news_list_20251106_s401_p1.html
시황,401,009,0005586054,https://n.news.naver.com/mnews/article/009/0005586054,외국인 폭탄 온몸으로 막은 동학개미들…“저가매수 잡자” 6조 폭풍매수,매일경제,2025-11-06 19:05,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552966,https://n.news.naver.com/mnews/article/011/0004552966,'매각가 1조' 애큐온캐피탈·저축은행 매물로[시그널],서울경제,2025-11-06 19:04,naver_news_list_20251106_s401_p1.html
시황,401,421,0008589985,https://n.news.naver.com/mnews/article/421/0008589985,외국인 11월 6.8조 '셀코리아'…SK하이닉스 3조 '팔자',뉴스1,2025-11-06 18:53,naver_news_list_20251106_s401_p1.html
시황,401,014,0005430926,https://n.news.naver.com/mnews/article/014/0005430926,대형株에 쏠린 수익률… 상승장에도 반대매매 급증 [숨고르는 증시],파이낸셜뉴스,2025-11-06 18:08,naver_news_list_20251106_s401_p1.html
시황,401,014,0005430925,https://n.news.naver.com/mnews/article/014/0005430925,'AI 거품론' 빌미로 외인 매도폭탄… 당분간 변동성 불가피 [숨고르는 증시],파이낸셜뉴스,2025-11-06 18:08,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552935,https://n.news.naver.com/mnews/article/011/0004552935,"""美 ETF 시장, AI 다음 성장동력은 가상자산""",서울경제,2025-11-06 18:06,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552929,https://n.news.naver.com/mnews/article/011/0004552929,비과세·연 14% 금리 매력…브라질 국채 꾸준히 담는 韓투자자들 [인베스팅 인사이트],서울경제,2025-11-06 18:03,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552923,https://n.news.naver.com/mnews/article/011/0004552923,"ACE 美 AI테크 액티브 ETF, 7거래일 간 개인 자금 844억 몰렸다",서울경제,2025-11-06 18:01,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552922,https://n.news.naver.com/mnews/article/011/0004552922,"에이피알·HD현대마린솔루션, MSCI 한국지수 신규 편입 [마켓시그널]",서울경제,2025-11-06 18:01,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552918,https://n.news.naver.com/mnews/article/011/0004552918,"변동장에도 뭉칫돈 몰려…예탁금, 사흘 연속 최고치 랠리",서울경제,2025-11-06 18:00,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552915,https://n.news.naver.com/mnews/article/011/0004552915,"""韓 밸류업 여전히 미흡…ROE·참여율 낮아""",서울경제,2025-11-06 17:59,naver_news_list_20251106_s401_p1.html
시황,401,009,0005585978,https://n.news.naver.com/mnews/article/009/0005585978,"FIU, 업비트에 과태료 352억원 부과",매일경제,2025-11-06 17:49,naver_news_list_20251106_s401_p1.html
시황,401,011,0004552898,https://n.news.naver.com/mnews/article/011/0004552898,"""전 사업부문 성장""…대신證, 올 3분기 영업익 736억",서울경제,2025-11-06 17:44,naver_news_list_20251106_s401_p1.html
시황,401,009,0005585929,https://n.news.naver.com/mnews/article/009/0005585929,"강세장 외치는 증권사, ""내년 5천피 넘어 7500""",매일경제,2025-11-06 17:38,naver_news_list_20251106_s401_p1.html
시황,401,009,0005585928,https://n.news.naver.com/mnews/article/009/0005585928,차익실현 외국인 vs 4천피 사수 개미,매일경제,2025-11-06 17:38,naver_news_list_20251106_s401_p1.html
시황,401,001,0015726968,https://n.news.naver.com/mnews/article/001/0015726968,[코스닥] 13.54p(1.50%) 오른 915.43(개장),연합뉴스,2025-11-06 09:01,naver_news_list_20251106_s401_p10.html
시황,401,215,0001229775,https://n.news.naver.com/mnews/article/215/0001229775,"美 대법원, 관세 적법성 심리 개시 - [굿모닝 글로벌 이슈]",한국경제TV,2025-11-06 08:56,naver_news_list_20251106_s401_p10.html
시황,401,001,0015726949,https://n.news.naver.com/mnews/article/001/0015726949,"하나證, 카카오뱅크 목표가↓…""플랫폼 수익화 성과 안 보여""",연합뉴스,2025-11-06 08:56,naver_news_list_20251106_s401_p10.html
시황,401,011,0004552586,https://n.news.naver.com/mnews/article/011/0004552586,'분기 최대 실적' 네이버…AI 전략 기대감에 목표주가 ↑ [줍줍 리포트],서울경제,2025-11-06 08:48,naver_news_list_20251106_s401_p10.html
시황,401,001,0015726915,https://n.news.naver.com/mnews/article/001/0015726915,"""코스피, 사이드카 발동 후 회복까지 평균 21일""",연합뉴스,2025-11-06 08:39,naver_news_list_20251106_s401_p10.html
시황,401,018,0006157201,https://n.news.naver.com/mnews/article/018/0006157201,"삼성운용,  KODEX 반도체 투자전략 웹세미나 개최",이데일리,2025-11-06 08:36,naver_news_list_20251106_s401_p10.html
시황,401,011,0004552582,https://n.news.naver.com/mnews/article/011/0004552582,"""공포에 사는 게 맞았나""…프리장서 시총 상위주 일제히 '빨간불' [마켓시그널]",서울경제,2025-11-06 08:32,naver_news_list_20251106_s401_p10.html
시황,401,001,0015726898,https://n.news.naver.com/mnews/article/001/0015726898,"키움증권 ""삼성SDI, 적자 지속에도 북미 수주 기대…목표가↑""",연합뉴스,2025-11-06 08:29,naver_news_list_20251106_s401_p10.html
